domain_composition,score,Assay Name,Donor Name,Experimental Timepoint,T Cell Type,K562 Condition,Sorted Cell Group,Read Count
CD40,0.0395515493682341,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,146103
CD40,-0.060158170256899,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,50766
CD40,0.107235787900441,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,143379
CD40,-0.0005913124092135,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,47533
CD40,0.294274608336568,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,150186
CD40,-0.0147468991691741,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,73971
CD40,0.35023393383015,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,108885
CD40,0.0333439743897074,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,129613
CD40,0.137456077759576,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,138057
CD40,0.2270194630125,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,163213
CD40,0.0216901280552503,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,59913
CD40,0.0395515493682341,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,165871
CD40,-0.060158170256899,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,73246
CD40,0.107235787900441,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,101103
CD40,-0.0005913124092135,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,60696
CD40,0.294274608336568,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,156362
CD40,-0.0147468991691741,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,85245
CD40,0.35023393383015,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,132968
CD40,-0.0142005057642926,CTV3,d2,24d,CD8,neg,prolif1_d2_24d_CTV3_CD8_neg,43656
CD40,0.0333439743897074,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,57752
CD40,0.137456077759576,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,130337
CD40,0.2270194630125,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,264980
CD40,0.0216901280552503,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,113615
CD40,0.0395515493682341,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,183040
CD40,-0.060158170256899,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,117472
CD40,0.107235787900441,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,122560
CD40,-0.0005913124092135,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,77742
CD40,0.294274608336568,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,140170
CD40,-0.0147468991691741,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,160340
CD40,0.35023393383015,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,112370
CD40,-0.0142005057642926,CTV3,d2,24d,CD8,neg,prolif1_d2_24d_CTV3_CD8_neg,49845
CD40,0.0333439743897074,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,104740
CD40,0.137456077759576,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,80940
CD40,0.2270194630125,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,197362
CD40,0.0216901280552503,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,95510
CD40,0.0395515493682341,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,113527
CD7,0.322954802170304,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,259879
CD7,0.301610359375828,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,261599
CD7,0.0,baseline,d1,0h,CD4,,prolif2_d1_0h_baseline_CD4_NA,186822
CD7,-0.144600730541632,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,46473
CD7,-0.0397776856961399,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,39959
CD7,0.322954802170304,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,272146
CD7,0.301610359375828,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,91184
CD7,0.328685124540221,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,229621
CD7,-0.144600730541632,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,69951
CD7,0.204761635732456,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,270358
CD7,-0.0397776856961399,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,52099
CD7,0.322954802170304,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,243521
CD7,0.301610359375828,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,93140
CD7,0.328685124540221,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,180991
CD7,-0.144600730541632,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,90398
CD7,0.204761635732456,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,240855
CD7,-0.0397776856961399,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,75991
CD7,0.322954802170304,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,90171
CD7,0.301610359375828,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,110223
CD7,0.328685124540221,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,121245
CD7,-0.144600730541632,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,160967
CD7,0.204761635732456,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,162806
CD7,-0.0397776856961399,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,92008
CD7,0.0817225308103224,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,144219
CD7,0.0,baseline,d1,0h,CD8,,prolif2_d1_0h_baseline_CD8_NA,145022
CD7,0.580559430387803,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,168279
CD7,0.465951720574888,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,167201
CD7,0.101814790741131,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,141136
CD7,0.0817225308103224,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,54917
CD7,0.580559430387803,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,121289
CD7,0.465951720574888,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,123142
CD7,0.188707825874581,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,243829
CD7,0.101814790741131,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,101817
CD7,0.0817225308103224,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,127073
CD7,0.580559430387803,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,148090
CD7,0.465951720574888,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,116719
CD7,0.188707825874581,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,172645
CD7,0.101814790741131,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,102005
CD7,0.0817225308103224,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,258702
CD7,0.580559430387803,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,102608
CD7,0.465951720574888,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,103330
CD7,0.188707825874581,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,153557
CD7,0.101814790741131,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,123328
CD7,0.189230817283569,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,141795
CD7,0.173586575760458,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,179472
CD7,0.0171673850998419,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,163967
CD7,-0.0405368616469475,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,160030
CD7,0.271666737169517,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,105613
CD7,0.0879692028077422,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,131209
CD7,0.0,baseline,d2,0h,CD4,,prolif1_d2_0h_baseline_CD4_NA,419591
CD7,0.0,baseline,d2,0h,CD4,,prolif2_d2_0h_baseline_CD4_NA,156749
CD7,-0.261916339222842,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,73019
CD7,0.189230817283569,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,224366
CD7,0.173586575760458,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,93957
CD7,0.0171673850998419,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,178727
CD7,-0.0405368616469475,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,179232
CD7,0.271666737169517,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,169654
CD7,0.0879692028077422,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,129281
CD7,-0.261916339222842,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,114253
CD7,0.189230817283569,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,190272
CD7,0.173586575760458,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,109577
CD7,0.0171673850998419,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,69454
CD7,-0.0405368616469475,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,148600
CD7,0.271666737169517,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,115849
CD7,0.0879692028077422,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,228870
CD7,-0.261916339222842,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,1383
CD7,0.189230817283569,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,181632
CD7,0.173586575760458,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,75239
CD7,0.0171673850998419,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,249400
CD7,-0.0405368616469475,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,176726
CD7,0.271666737169517,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,97354
CD7,0.0879692028077422,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,118368
CD7,0.0,CTV3,d2,24d,CD4,neg,prolif1_d2_24d_CTV3_CD4_neg,160560
CD7,-0.261916339222842,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,137212
CD7,0.380059000609803,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,130532
CD7,0.230095241623029,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,46923
CD7,0.255679669407413,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,229241
CD7,0.741368543481755,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,271761
CD7,0.805730599162228,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,469567
CD7,0.0,baseline,d2,0h,CD8,,prolif1_d2_0h_baseline_CD8_NA,515082
CD7,0.0,baseline,d2,0h,CD8,,prolif2_d2_0h_baseline_CD8_NA,196199
CD7,0.0817529215430137,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,185102
CD7,0.0995101664639803,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,206940
CD7,-0.0692478107865393,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,152864
CD7,0.380059000609803,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,116446
CD7,0.230095241623029,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,203940
CD7,0.193995786266684,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,144715
CD7,0.255679669407413,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,208064
CD7,0.741368543481755,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,272998
CD7,0.805730599162228,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,147764
CD7,0.0817529215430137,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,189101
CD7,0.272847935798457,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,280758
CD7,0.0995101664639803,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,111215
CD7,0.347473180110494,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,265647
CD7,-0.0692478107865393,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,119488
CD7,0.380059000609803,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,149717
CD7,0.230095241623029,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,158185
CD7,0.193995786266684,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,151650
CD7,0.255679669407413,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,295407
CD7,0.741368543481755,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,198306
CD7,0.805730599162228,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,129960
CD7,0.00345422933028,CTV3,d2,24d,CD8,neg,prolif1_d2_24d_CTV3_CD8_neg,138739
CD7,0.0817529215430137,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,78080
CD7,0.272847935798457,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,273655
CD7,0.0995101664639803,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,258626
CD7,0.347473180110494,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,363722
CD7,-0.0692478107865393,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,121149
CD7,0.380059000609803,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,113623
CD7,0.230095241623029,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,144294
CD7,0.193995786266684,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,116932
CD7,0.255679669407413,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,230887
CD7,0.741368543481755,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,178233
CD7,0.805730599162228,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,148271
CD7,0.00345422933028,CTV3,d2,24d,CD8,neg,prolif1_d2_24d_CTV3_CD8_neg,138802
CD7,0.0817529215430137,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,145822
CD7,0.272847935798457,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,104309
CD7,0.0995101664639803,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,226078
CD7,0.347473180110494,CTV3,d2,24d,CD8,neg,prolif2_d2_24d_CTV3_CD8_neg,136931
CD7,-0.0692478107865393,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,151737
CD72,0.0198880191667707,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,16415
CD72,-0.299536417402424,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,7038
CD72,0.0,baseline,d1,0h,CD4,,prolif2_d1_0h_baseline_CD4_NA,11199
CD72,0.477208136759488,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,6315
CD72,0.603790924787102,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,15504
CD72,0.0198880191667707,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,10001
CD72,-0.299536417402424,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,7090
CD72,0.198617955609973,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,11474
CD72,0.477208136759488,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,5386
CD72,0.197136699759176,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,18556
CD72,0.603790924787102,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,5384
CD72,0.0198880191667707,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,17353
CD72,-0.299536417402424,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,11313
CD72,0.198617955609973,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,7393
CD72,0.477208136759488,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,4766
CD72,0.197136699759176,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,12951
CD72,0.603790924787102,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,3753
CD72,0.0198880191667707,CTV1,d1,3d,CD4,neg,prolif2_d1_3d_CTV1_CD4_neg,9886
CD72,-0.299536417402424,CTV1,d1,3d,CD4,pos,prolif2_d1_3d_CTV1_CD4_pos,16523
CD72,0.198617955609973,CTV2,d1,16d,CD4,neg,prolif2_d1_16d_CTV2_CD4_neg,8108
CD72,0.477208136759488,CTV2,d1,16d,CD4,pos,prolif2_d1_16d_CTV2_CD4_pos,3601
CD72,0.197136699759176,CTV3,d1,24d,CD4,neg,prolif2_d1_24d_CTV3_CD4_neg,10288
CD72,0.603790924787102,CTV3,d1,24d,CD4,pos,prolif2_d1_24d_CTV3_CD4_pos,6237
CD72,-0.375543818710098,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,7492
CD72,0.0,baseline,d1,0h,CD8,,prolif2_d1_0h_baseline_CD8_NA,9408
CD72,-0.444090994552402,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,934
CD72,-0.0028889443011186,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,5004
CD72,-0.0639259589945495,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,3842
CD72,-0.375543818710098,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,3546
CD72,-0.444090994552402,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,1798
CD72,-0.0028889443011186,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,6288
CD72,-0.0636489720608101,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,7742
CD72,-0.0639259589945495,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,6419
CD72,-0.375543818710098,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,15638
CD72,-0.444090994552402,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,5617
CD72,-0.0028889443011186,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,6274
CD72,-0.0636489720608101,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,10545
CD72,-0.0639259589945495,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,5218
CD72,-0.375543818710098,CTV1,d1,4d,CD8,pos,prolif2_d1_4d_CTV1_CD8_pos,42957
CD72,-0.444090994552402,CTV2,d1,16d,CD8,neg,prolif2_d1_16d_CTV2_CD8_neg,13044
CD72,-0.0028889443011186,CTV2,d1,16d,CD8,pos,prolif2_d1_16d_CTV2_CD8_pos,10372
CD72,-0.0636489720608101,CTV3,d1,24d,CD8,neg,prolif2_d1_24d_CTV3_CD8_neg,12857
CD72,-0.0639259589945495,CTV3,d1,24d,CD8,pos,prolif2_d1_24d_CTV3_CD8_pos,6448
CD72,-0.0622319654346403,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,5096
CD72,-0.42137348951946,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,5450
CD72,-0.0518789028121504,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,7311
CD72,-0.0256225754036905,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,9102
CD72,0.129356837920823,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,5802
CD72,-0.440235896684937,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,8279
CD72,0.0,baseline,d2,0h,CD4,,prolif1_d2_0h_baseline_CD4_NA,11144
CD72,0.0,baseline,d2,0h,CD4,,prolif2_d2_0h_baseline_CD4_NA,11825
CD72,0.348042888775245,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,15871
CD72,-0.0622319654346403,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,7462
CD72,-0.42137348951946,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,10230
CD72,-0.0518789028121504,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,9728
CD72,-0.0256225754036905,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,8084
CD72,0.129356837920823,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,7097
CD72,-0.440235896684937,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,9021
CD72,0.348042888775245,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,10113
CD72,-0.0622319654346403,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,7915
CD72,-0.42137348951946,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,8826
CD72,-0.0518789028121504,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,3295
CD72,-0.0256225754036905,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,6725
CD72,0.129356837920823,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,5877
CD72,-0.440235896684937,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,29719
CD72,0.348042888775245,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,27
CD72,-0.0622319654346403,CTV1,d2,4d,CD4,neg,prolif1_d2_4d_CTV1_CD4_neg,11979
CD72,-0.42137348951946,CTV1,d2,4d,CD4,pos,prolif1_d2_4d_CTV1_CD4_pos,15296
CD72,-0.0518789028121504,CTV2,d2,14d,CD4,neg,prolif1_d2_14d_CTV2_CD4_neg,14307
CD72,-0.0256225754036905,CTV2,d2,14d,CD4,pos,prolif1_d2_14d_CTV2_CD4_pos,9518
CD72,0.129356837920823,CTV1,d2,3d,CD4,neg,prolif2_d2_3d_CTV1_CD4_neg,6512
CD72,-0.440235896684937,CTV1,d2,3d,CD4,pos,prolif2_d2_3d_CTV1_CD4_pos,27459
CD72,0.0,CTV3,d2,24d,CD4,neg,prolif1_d2_24d_CTV3_CD4_neg,12697
CD72,0.348042888775245,CTV3,d2,24d,CD4,pos,prolif1_d2_24d_CTV3_CD4_pos,7568
CD72,0.0051873465700155,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,6480
CD72,-0.611204457021235,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,1070
CD72,-0.0870011595856447,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,5117
CD72,-0.462404826799159,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,1375
CD72,-0.665278111487237,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,2081
CD72,0.0,baseline,d2,0h,CD8,,prolif1_d2_0h_baseline_CD8_NA,1926
CD72,0.0,baseline,d2,0h,CD8,,prolif2_d2_0h_baseline_CD8_NA,13157
CD72,0.111510153783199,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,7499
CD72,0.175693385850873,CTV2,d2,16d,CD8,pos,prolif2_d2_16d_CTV2_CD8_pos,6995
CD72,0.0518153737182745,CTV3,d2,24d,CD8,pos,prolif2_d2_24d_CTV3_CD8_pos,12477
CD72,0.0051873465700155,CTV1,d2,4d,CD8,neg,prolif1_d2_4d_CTV1_CD8_neg,7882
CD72,-0.611204457021235,CTV1,d2,4d,CD8,pos,prolif1_d2_4d_CTV1_CD8_pos,11361
CD72,-0.210300514279835,CTV2,d2,14d,CD8,neg,prolif1_d2_14d_CTV2_CD8_neg,3488
CD72,-0.0870011595856447,CTV2,d2,14d,CD8,pos,prolif1_d2_14d_CTV2_CD8_pos,9803
CD72,-0.462404826799159,CTV1,d2,4d,CD8,neg,prolif2_d2_4d_CTV1_CD8_neg,9427
CD72,-0.665278111487237,CTV1,d2,4d,CD8,pos,prolif2_d2_4d_CTV1_CD8_pos,6090
CD72,0.111510153783199,CTV3,d2,24d,CD8,pos,prolif1_d2_24d_CTV3_CD8_pos,4203
CD72,-0.173798795225765,CTV2,d2,16d,CD8,neg,prolif2_d2_16d_CTV2_CD8_neg,7500
